时刻,实际,预测
0.0,3087.9838,3330.633146523288
0.16666666666666666,3200.0919,3280.8288772460764
0.3333333333333333,3401.46,3172.253855005709
0.5,3063.5261,3186.953546290156
0.6666666666666666,2820.2572,3226.4589654321744
0.8333333333333334,2883.38,3222.201587197798
1.0,2869.9796,3183.243834321274
1.1666666666666667,2985.8287,3034.0579701522565
1.3333333333333333,3164.18,2917.4847578195936
1.5,3064.8457,3040.297730831871
1.6666666666666667,2954.0459,2936.3658007513122
1.8333333333333333,2994.62,2739.607101826137
2.0,3072.4014,3023.8315566254155
2.1666666666666665,3013.1015,3080.963758485904
2.3333333333333335,2838.75,2834.62172631145
2.5,2749.9199,2908.3475673939
2.6666666666666665,2820.5847,2908.4116483860535
2.8333333333333335,2936.24,2758.141293671865
3.0,2920.1894,2816.8249879498408
3.1666666666666665,2951.0328,2873.103651284508
3.3333333333333335,2977.51,2867.625064059315
3.5,2780.298,2966.4294535294052
3.6666666666666665,2728.3059,3035.7224499934787
3.8333333333333335,2862.19,2928.3149790871034
4.0,2845.9182,2665.8079831471887
4.166666666666667,2748.951,2660.253253064172
4.333333333333333,2677.31,2846.7717209799494
4.5,2660.8713,2770.5035859534173
4.666666666666667,2702.3205,2695.1538834331423
4.833333333333333,2732.32,2687.3742617717608
5.0,2664.7178,2561.8071987638727
5.166666666666667,2606.871,2636.1005101526957
5.333333333333333,2642.15,2881.022116044451
5.5,2745.0641,2914.018139967056
5.666666666666667,2758.042,2843.694665722016
5.833333333333333,2741.64,2840.396314174183
6.0,2888.7304,2934.92084031404
6.166666666666667,2932.231,2879.9749538115298
6.333333333333333,2764.02,2699.1747832104497
6.5,2606.6137,2693.267291313598
6.666666666666667,2867.7649,2907.428179135199
6.833333333333333,3304.27,3199.095544397001
7.0,3254.3169,3348.8819626959994
7.166666666666667,3137.5948,3315.6601511300432
7.333333333333333,3174.85,3220.583726366195
7.5,3159.7263,3233.8441717565997
7.666666666666667,3087.5763,3262.012929999546
7.833333333333333,3062.36,3276.7251367004314
8.0,3162.0197,3333.682822839565
8.166666666666666,3160.9922,3304.6835490251765
8.333333333333334,3037.59,3214.7858015821903
8.5,3030.9974,3253.1979143288154
8.666666666666666,3289.939,3458.841428382692
8.833333333333334,3650.62,3736.969164813763
9.0,3785.9011,3929.8499906519705
9.166666666666666,3849.6183,4003.3900360324697
9.333333333333334,3824.6,3955.607700578025
9.5,3582.3586,3818.4732161206693
9.666666666666666,3687.9447,3754.2358155908046
9.833333333333334,4000.14,3847.446005939372
10.0,3826.1041,4009.6170707034184
10.166666666666666,3761.4976,3923.1881432731484
10.333333333333334,3901.91,3715.240567427447
10.5,3726.7535,3813.33591193609
10.666666666666666,3565.5609,3861.8561388756107
10.833333333333334,3679.21,3706.4601685305993
11.0,3945.6166,3573.1451545752243
11.166666666666666,3900.6403,3592.151100388285
11.333333333333334,3645.76,3710.2699581765314
11.5,3705.1427,3764.1611423525724
11.666666666666666,3724.3133,3769.467361671
11.833333333333334,3631.08,3769.4406958223144
12.0,3735.5415,3782.1981912925708
12.166666666666666,3852.2352,3801.1775596416014
12.333333333333334,3928.56,3825.127836719227
12.5,4059.9044,3854.2113230897316
12.666666666666666,3912.5928,3852.243846199239
12.833333333333334,3688.01,3844.331033259794
13.0,3910.4683,3889.478775780959
13.166666666666666,3862.6154,3905.9365663141352
13.333333333333334,3589.29,3904.368070131927
13.5,3849.2221,3970.281605649402
13.666666666666666,3978.2382,3982.9263169848377
13.833333333333334,3861.85,3947.6885227509188
14.0,4047.8905,3983.2301550959637
14.166666666666666,4095.2281,3954.287530627429
14.333333333333334,4007.39,3874.527652825197
14.5,4227.0513,3921.467529040475
14.666666666666666,4182.4486,4068.117111362645
14.833333333333334,3879.68,4179.691364605093
15.0,3916.2335,4121.128325663258
15.166666666666666,3924.3398,3976.3992493832234
15.333333333333334,3875.5,3950.5935016892613
15.5,4137.0155,4182.001207569696
15.666666666666666,4317.2602,4299.535136975261
15.833333333333334,4217.43,4278.852399241874
16.0,4034.2858,4393.271540553652
16.166666666666668,3980.7146,4243.290398701556
16.333333333333332,4042.02,4069.968786010927
16.5,3983.774,4475.207257925503
16.666666666666668,3621.8931,4319.462593015138
16.833333333333332,3240.3,3637.201066072917
17.0,3335.0072,3631.6395226097366
17.166666666666668,3462.6248,3738.3083705340046
17.333333333333332,3484.27,3628.6090508300745
17.5,3649.2081,3586.0716243379998
17.666666666666668,3604.3529,3565.9112904883596
17.833333333333332,3349.51,3558.143481606955
18.0,3274.4828,3630.622788373562
18.166666666666668,3297.0032,3671.1453406839446
