day,date,G0,G,R,W,base,increase,cancel,refund,adjustment,emergency,total,S0,Send,C,D,absolute_adjustment,surcharge
0,2025-01-01,54149.36566502058,54149.36566502058,34900.52509164609,0.0,32909.8652559563,0.0,0.0,0.0,0.0,179691.37557177126,212601.24082772757,6000.0,1200.0,7024.846,10010.125259999993,0.0,0.0
1,2025-01-02,96853.44019506172,96853.44019506172,1530.930611666667,463.5164333333332,61853.479049846166,0.0,0.0,0.0,0.0,7429.491871768836,69282.97092161501,1200.0,1365.1683916666664,25720.86081172839,20685.245705,0.0,0.0
2,2025-01-03,97149.5001978052,97149.5001978052,0.0,41861.21272363968,62183.0986368983,0.0,0.0,0.0,0.0,0.0,62183.0986368983,1365.1683916666664,8522.945869629628,17586.03356490627,7802.68745740741,0.0,0.0
3,2025-01-04,124055.37486248682,124055.37486248682,0.0,78291.77460969152,86168.28666297751,0.0,0.0,0.0,0.0,0.0,86168.28666297751,8522.945869629628,8307.31184288168,6274.044790535694,5276.046904407066,0.0,0.0
4,2025-01-05,113362.48855331249,113362.48855331249,1548.7629874812271,28114.80220151766,77352.9074604901,0.0,0.0,0.0,0.0,8429.466455197444,85782.37391568754,8307.31184288168,1200.0,11354.314199313516,15593.575160037464,0.0,0.0
5,2025-01-06,120580.03273977117,120580.03273977117,0.0,22124.44766718379,81500.44820375995,0.0,0.0,0.0,0.0,0.0,81500.44820375995,1200.0,5059.811816632441,22890.912303253604,15067.808330666227,0.0,0.0
6,2025-01-07,120583.93711565628,120583.93711565628,0.0,23644.66052891003,83253.90441982703,0.0,0.0,0.0,0.0,0.0,83253.90441982703,5059.811816632441,6041.953573305505,18360.25292495001,13987.877288203754,0.0,0.0
7,2025-01-08,122579.66007402334,122579.66007402334,0.0,29746.782848853345,85261.67037796113,0.0,0.0,0.0,0.0,0.0,85261.67037796113,6041.953573305505,6260.81921478732,16367.87805878792,13061.002150284581,0.0,0.0
8,2025-01-09,123547.36960722783,123547.36960722783,0.0,29201.96255978247,86247.5756002782,0.0,0.0,0.0,0.0,0.0,86247.5756002782,6260.81921478732,6451.583831521234,16221.90934588504,12968.058415106358,0.0,0.0
9,2025-01-10,124490.10494503888,124490.10494503888,0.0,73315.813096767,87131.21595906792,0.0,0.0,0.0,0.0,0.0,87131.21595906792,6451.583831521234,10800.0,9316.055684075358,3632.4305524701504,0.0,0.0
10,2025-01-11,111836.12126871978,111836.12126871978,0.0,66004.81250631191,78637.07580319225,0.0,0.0,0.0,0.0,0.0,78637.07580319225,10800.0,10800.0,5081.1691881116485,4115.747042370435,0.0,0.0
11,2025-01-12,96418.26159681164,96418.26159681164,0.0,10118.76488266507,65955.06102313433,0.0,0.0,0.0,0.0,0.0,65955.06102313433,10800.0,3057.2475239143623,12642.555487492904,17208.94717334633,0.0,0.0
12,2025-01-13,112305.94361959843,112305.94361959843,0.0,19408.788611992903,75322.6733715075,0.0,0.0,0.0,0.0,0.0,75322.6733715075,3057.2475239143623,3974.7852548114024,19986.38991121863,15363.19187027976,0.0,0.0
13,2025-01-14,113982.42180938128,113982.42180938128,0.0,20462.492906635147,77117.20191072169,0.0,0.0,0.0,0.0,0.0,77117.20191072169,3974.7852548114024,4545.908209404268,19608.449001469635,15368.833032056828,0.0,0.0
14,2025-01-15,115576.51403952927,115576.51403952927,0.0,21425.08022549234,78695.80118170116,0.0,0.0,0.0,0.0,0.0,78695.80118170116,4545.908209404268,5008.193792856208,19289.651871562393,15208.560990858794,0.0,0.0
15,2025-01-16,116899.72307045136,116899.72307045136,0.0,23951.095325843136,80036.74805060611,0.0,0.0,0.0,0.0,0.0,80036.74805060611,5008.193792856208,5411.403920670678,18482.037787237947,14607.561492629717,0.0,0.0
